InvestorCashflowID,InvestorCashflowRef,CashflowID,CashflowRef,FundID,FundCode,InvestorID,InvestorCode,Date,DateKey,Type,CashflowCategory,Amount,Currency,FXRateToCHF,AmountCHF,CommitmentSharePct,Status,AllocationMethod
8151,ICF-008151,759,CF-ER1-20190331-EXP,5,ER1,6,SPBAM,43555,20190331,CALL,Fund Expense,-22500,EUR,1.123374,-25276,0.06,Settled,Pro Rata by Eligible Commitment
8152,ICF-008152,759,CF-ER1-20190331-EXP,5,ER1,11,MCV,43555,20190331,CALL,Fund Expense,-7500,EUR,1.123374,-8425,0.02,Settled,Pro Rata by Eligible Commitment
8153,ICF-008153,759,CF-ER1-20190331-EXP,5,ER1,7,AIP,43555,20190331,CALL,Fund Expense,-35000,EUR,1.123374,-39318,0.093333333,Settled,Pro Rata by Eligible Commitment
8154,ICF-008154,759,CF-ER1-20190331-EXP,5,ER1,8,UUE,43555,20190331,CALL,Fund Expense,-20000,EUR,1.123374,-22468,0.053333333,Settled,Pro Rata by Eligible Commitment
8155,ICF-008155,759,CF-ER1-20190331-EXP,5,ER1,9,EIG,43555,20190331,CALL,Fund Expense,-17500,EUR,1.123374,-19659,0.046666667,Settled,Pro Rata by Eligible Commitment
8156,ICF-008156,759,CF-ER1-20190331-EXP,5,ER1,10,GPCF,43555,20190331,CALL,Fund Expense,-10000,EUR,1.123374,-11234,0.026666667,Settled,Pro Rata by Eligible Commitment
8157,ICF-008157,760,CF-ER1-20190331-0545,5,ER1,1,SPR,43555,20190331,CALL,Investment,-11407734,EUR,1.123374,-12815151,0.146666667,Settled,Pro Rata by Eligible Commitment
8158,ICF-008158,760,CF-ER1-20190331-0545,5,ER1,2,NIG,43555,20190331,CALL,Investment,-9852133,EUR,1.123374,-11067631,0.126666667,Settled,Pro Rata by Eligible Commitment
8159,ICF-008159,760,CF-ER1-20190331-0545,5,ER1,3,GSIA,43555,20190331,CALL,Investment,-14518933,EUR,1.123374,-16310192,0.186666667,Settled,Pro Rata by Eligible Commitment
8160,ICF-008160,760,CF-ER1-20190331-0545,5,ER1,4,CPP,43555,20190331,CALL,Investment,-12444800,EUR,1.123374,-13980165,0.16,Settled,Pro Rata by Eligible Commitment
8161,ICF-008161,760,CF-ER1-20190331-0545,5,ER1,5,UKPBF,43555,20190331,CALL,Investment,-6222400,EUR,1.123374,-6990082,0.08,Settled,Pro Rata by Eligible Commitment
8162,ICF-008162,760,CF-ER1-20190331-0545,5,ER1,6,SPBAM,43555,20190331,CALL,Investment,-4666800,EUR,1.123374,-5242562,0.06,Settled,Pro Rata by Eligible Commitment
8163,ICF-008163,760,CF-ER1-20190331-0545,5,ER1,11,MCV,43555,20190331,CALL,Investment,-1555600,EUR,1.123374,-1747521,0.02,Settled,Pro Rata by Eligible Commitment
8164,ICF-008164,760,CF-ER1-20190331-0545,5,ER1,7,AIP,43555,20190331,CALL,Investment,-7259467,EUR,1.123374,-8155096,0.093333333,Settled,Pro Rata by Eligible Commitment
8165,ICF-008165,760,CF-ER1-20190331-0545,5,ER1,8,UUE,43555,20190331,CALL,Investment,-4148267,EUR,1.123374,-4660055,0.053333333,Settled,Pro Rata by Eligible Commitment
8166,ICF-008166,760,CF-ER1-20190331-0545,5,ER1,9,EIG,43555,20190331,CALL,Investment,-3629733,EUR,1.123374,-4077548,0.046666667,Settled,Pro Rata by Eligible Commitment
8167,ICF-008167,760,CF-ER1-20190331-0545,5,ER1,10,GPCF,43555,20190331,CALL,Investment,-2074133,EUR,1.123374,-2330027,0.026666667,Settled,Pro Rata by Eligible Commitment
8168,ICF-008168,761,CF-ER1-20190331-FEE,5,ER1,1,SPR,43555,20190331,CALL,Management Fee,-412427,EUR,1.123374,-463309,0.146666667,Settled,Pro Rata by Eligible Commitment
8169,ICF-008169,761,CF-ER1-20190331-FEE,5,ER1,2,NIG,43555,20190331,CALL,Management Fee,-356187,EUR,1.123374,-400131,0.126666667,Settled,Pro Rata by Eligible Commitment
8170,ICF-008170,761,CF-ER1-20190331-FEE,5,ER1,3,GSIA,43555,20190331,CALL,Management Fee,-524907,EUR,1.123374,-589667,0.186666667,Settled,Pro Rata by Eligible Commitment
8171,ICF-008171,761,CF-ER1-20190331-FEE,5,ER1,4,CPP,43555,20190331,CALL,Management Fee,-449920,EUR,1.123374,-505428,0.16,Settled,Pro Rata by Eligible Commitment
8172,ICF-008172,761,CF-ER1-20190331-FEE,5,ER1,5,UKPBF,43555,20190331,CALL,Management Fee,-224960,EUR,1.123374,-252714,0.08,Settled,Pro Rata by Eligible Commitment
8173,ICF-008173,761,CF-ER1-20190331-FEE,5,ER1,6,SPBAM,43555,20190331,CALL,Management Fee,-168720,EUR,1.123374,-189536,0.06,Settled,Pro Rata by Eligible Commitment
8174,ICF-008174,761,CF-ER1-20190331-FEE,5,ER1,11,MCV,43555,20190331,CALL,Management Fee,-56240,EUR,1.123374,-63179,0.02,Settled,Pro Rata by Eligible Commitment
8175,ICF-008175,761,CF-ER1-20190331-FEE,5,ER1,7,AIP,43555,20190331,CALL,Management Fee,-262453,EUR,1.123374,-294833,0.093333333,Settled,Pro Rata by Eligible Commitment
8176,ICF-008176,761,CF-ER1-20190331-FEE,5,ER1,8,UUE,43555,20190331,CALL,Management Fee,-149973,EUR,1.123374,-168476,0.053333333,Settled,Pro Rata by Eligible Commitment
8177,ICF-008177,761,CF-ER1-20190331-FEE,5,ER1,9,EIG,43555,20190331,CALL,Management Fee,-131227,EUR,1.123374,-147417,0.046666667,Settled,Pro Rata by Eligible Commitment
8178,ICF-008178,761,CF-ER1-20190331-FEE,5,ER1,10,GPCF,43555,20190331,CALL,Management Fee,-74986,EUR,1.123374,-84238,0.026666667,Settled,Pro Rata by Eligible Commitment
8179,ICF-008179,762,CF-ER1-20190630-0546,5,ER1,1,SPR,43646,20190630,CALL,Follow-on Investment,-4753173,EUR,1.105682,-5255498,0.146666667,Settled,Pro Rata by Eligible Commitment
8180,ICF-008180,762,CF-ER1-20190630-0546,5,ER1,2,NIG,43646,20190630,CALL,Follow-on Investment,-4105013,EUR,1.105682,-4538839,0.126666667,Settled,Pro Rata by Eligible Commitment
8181,ICF-008181,762,CF-ER1-20190630-0546,5,ER1,3,GSIA,43646,20190630,CALL,Follow-on Investment,-6049494,EUR,1.105682,-6688816,0.186666667,Settled,Pro Rata by Eligible Commitment
8182,ICF-008182,762,CF-ER1-20190630-0546,5,ER1,4,CPP,43646,20190630,CALL,Follow-on Investment,-5185280,EUR,1.105682,-5733271,0.16,Settled,Pro Rata by Eligible Commitment
8183,ICF-008183,762,CF-ER1-20190630-0546,5,ER1,5,UKPBF,43646,20190630,CALL,Follow-on Investment,-2592640,EUR,1.105682,-2866635,0.08,Settled,Pro Rata by Eligible Commitment
8184,ICF-008184,762,CF-ER1-20190630-0546,5,ER1,6,SPBAM,43646,20190630,CALL,Follow-on Investment,-1944480,EUR,1.105682,-2149977,0.06,Settled,Pro Rata by Eligible Commitment
8185,ICF-008185,762,CF-ER1-20190630-0546,5,ER1,11,MCV,43646,20190630,CALL,Follow-on Investment,-648160,EUR,1.105682,-716659,0.02,Settled,Pro Rata by Eligible Commitment
8186,ICF-008186,762,CF-ER1-20190630-0546,5,ER1,7,AIP,43646,20190630,CALL,Follow-on Investment,-3024747,EUR,1.105682,-3344408,0.093333333,Settled,Pro Rata by Eligible Commitment
8187,ICF-008187,762,CF-ER1-20190630-0546,5,ER1,8,UUE,43646,20190630,CALL,Follow-on Investment,-1728427,EUR,1.105682,-1911090,0.053333333,Settled,Pro Rata by Eligible Commitment
8188,ICF-008188,762,CF-ER1-20190630-0546,5,ER1,9,EIG,43646,20190630,CALL,Follow-on Investment,-1512373,EUR,1.105682,-1672204,0.046666667,Settled,Pro Rata by Eligible Commitment
8189,ICF-008189,762,CF-ER1-20190630-0546,5,ER1,10,GPCF,43646,20190630,CALL,Follow-on Investment,-864213,EUR,1.105682,-955545,0.026666667,Settled,Pro Rata by Eligible Commitment
8190,ICF-008190,763,CF-ER1-20190630-EXP,5,ER1,1,SPR,43646,20190630,CALL,Fund Expense,-55000,EUR,1.105682,-60812,0.146666667,Settled,Pro Rata by Eligible Commitment
8191,ICF-008191,763,CF-ER1-20190630-EXP,5,ER1,2,NIG,43646,20190630,CALL,Fund Expense,-47500,EUR,1.105682,-52520,0.126666667,Settled,Pro Rata by Eligible Commitment
8192,ICF-008192,763,CF-ER1-20190630-EXP,5,ER1,3,GSIA,43646,20190630,CALL,Fund Expense,-70000,EUR,1.105682,-77398,0.186666667,Settled,Pro Rata by Eligible Commitment
8193,ICF-008193,763,CF-ER1-20190630-EXP,5,ER1,4,CPP,43646,20190630,CALL,Fund Expense,-60000,EUR,1.105682,-66341,0.16,Settled,Pro Rata by Eligible Commitment
8194,ICF-008194,763,CF-ER1-20190630-EXP,5,ER1,5,UKPBF,43646,20190630,CALL,Fund Expense,-30000,EUR,1.105682,-33170,0.08,Settled,Pro Rata by Eligible Commitment
8195,ICF-008195,763,CF-ER1-20190630-EXP,5,ER1,6,SPBAM,43646,20190630,CALL,Fund Expense,-22500,EUR,1.105682,-24878,0.06,Settled,Pro Rata by Eligible Commitment
8196,ICF-008196,763,CF-ER1-20190630-EXP,5,ER1,11,MCV,43646,20190630,CALL,Fund Expense,-7500,EUR,1.105682,-8293,0.02,Settled,Pro Rata by Eligible Commitment
8197,ICF-008197,763,CF-ER1-20190630-EXP,5,ER1,7,AIP,43646,20190630,CALL,Fund Expense,-35000,EUR,1.105682,-38699,0.093333333,Settled,Pro Rata by Eligible Commitment
8198,ICF-008198,763,CF-ER1-20190630-EXP,5,ER1,8,UUE,43646,20190630,CALL,Fund Expense,-20000,EUR,1.105682,-22114,0.053333333,Settled,Pro Rata by Eligible Commitment
8199,ICF-008199,763,CF-ER1-20190630-EXP,5,ER1,9,EIG,43646,20190630,CALL,Fund Expense,-17500,EUR,1.105682,-19349,0.046666667,Settled,Pro Rata by Eligible Commitment
8200,ICF-008200,763,CF-ER1-20190630-EXP,5,ER1,10,GPCF,43646,20190630,CALL,Fund Expense,-10000,EUR,1.105682,-11057,0.026666667,Settled,Pro Rata by Eligible Commitment
8201,ICF-008201,764,CF-ER1-20190630-FEE,5,ER1,1,SPR,43646,20190630,CALL,Management Fee,-412427,EUR,1.105682,-456013,0.146666667,Settled,Pro Rata by Eligible Commitment
8202,ICF-008202,764,CF-ER1-20190630-FEE,5,ER1,2,NIG,43646,20190630,CALL,Management Fee,-356187,EUR,1.105682,-393829,0.126666667,Settled,Pro Rata by Eligible Commitment
8203,ICF-008203,764,CF-ER1-20190630-FEE,5,ER1,3,GSIA,43646,20190630,CALL,Management Fee,-524907,EUR,1.105682,-580380,0.186666667,Settled,Pro Rata by Eligible Commitment
8204,ICF-008204,764,CF-ER1-20190630-FEE,5,ER1,4,CPP,43646,20190630,CALL,Management Fee,-449920,EUR,1.105682,-497468,0.16,Settled,Pro Rata by Eligible Commitment
8205,ICF-008205,764,CF-ER1-20190630-FEE,5,ER1,5,UKPBF,43646,20190630,CALL,Management Fee,-224960,EUR,1.105682,-248734,0.08,Settled,Pro Rata by Eligible Commitment
8206,ICF-008206,764,CF-ER1-20190630-FEE,5,ER1,6,SPBAM,43646,20190630,CALL,Management Fee,-168720,EUR,1.105682,-186551,0.06,Settled,Pro Rata by Eligible Commitment
8207,ICF-008207,764,CF-ER1-20190630-FEE,5,ER1,11,MCV,43646,20190630,CALL,Management Fee,-56240,EUR,1.105682,-62184,0.02,Settled,Pro Rata by Eligible Commitment
8208,ICF-008208,764,CF-ER1-20190630-FEE,5,ER1,7,AIP,43646,20190630,CALL,Management Fee,-262453,EUR,1.105682,-290190,0.093333333,Settled,Pro Rata by Eligible Commitment
8209,ICF-008209,764,CF-ER1-20190630-FEE,5,ER1,8,UUE,43646,20190630,CALL,Management Fee,-149973,EUR,1.105682,-165823,0.053333333,Settled,Pro Rata by Eligible Commitment
8210,ICF-008210,764,CF-ER1-20190630-FEE,5,ER1,9,EIG,43646,20190630,CALL,Management Fee,-131227,EUR,1.105682,-145095,0.046666667,Settled,Pro Rata by Eligible Commitment
8211,ICF-008211,764,CF-ER1-20190630-FEE,5,ER1,10,GPCF,43646,20190630,CALL,Management Fee,-74986,EUR,1.105682,-82911,0.026666667,Settled,Pro Rata by Eligible Commitment
8212,ICF-008212,765,CF-ER1-20190630-0500,5,ER1,1,SPR,43646,20190630,DIST,Rental Income,56320,EUR,1.105682,62272,0.146666667,Settled,Pro Rata by Eligible Commitment
8213,ICF-008213,765,CF-ER1-20190630-0500,5,ER1,2,NIG,43646,20190630,DIST,Rental Income,48640,EUR,1.105682,53780,0.126666667,Settled,Pro Rata by Eligible Commitment
8214,ICF-008214,765,CF-ER1-20190630-0500,5,ER1,3,GSIA,43646,20190630,DIST,Rental Income,71680,EUR,1.105682,79255,0.186666667,Settled,Pro Rata by Eligible Commitment
8215,ICF-008215,765,CF-ER1-20190630-0500,5,ER1,4,CPP,43646,20190630,DIST,Rental Income,61440,EUR,1.105682,67933,0.16,Settled,Pro Rata by Eligible Commitment
8216,ICF-008216,765,CF-ER1-20190630-0500,5,ER1,5,UKPBF,43646,20190630,DIST,Rental Income,30720,EUR,1.105682,33967,0.08,Settled,Pro Rata by Eligible Commitment
8217,ICF-008217,765,CF-ER1-20190630-0500,5,ER1,6,SPBAM,43646,20190630,DIST,Rental Income,23040,EUR,1.105682,25475,0.06,Settled,Pro Rata by Eligible Commitment
8218,ICF-008218,765,CF-ER1-20190630-0500,5,ER1,11,MCV,43646,20190630,DIST,Rental Income,7680,EUR,1.105682,8492,0.02,Settled,Pro Rata by Eligible Commitment
8219,ICF-008219,765,CF-ER1-20190630-0500,5,ER1,7,AIP,43646,20190630,DIST,Rental Income,35840,EUR,1.105682,39628,0.093333333,Settled,Pro Rata by Eligible Commitment
8220,ICF-008220,765,CF-ER1-20190630-0500,5,ER1,8,UUE,43646,20190630,DIST,Rental Income,20480,EUR,1.105682,22644,0.053333333,Settled,Pro Rata by Eligible Commitment
8221,ICF-008221,765,CF-ER1-20190630-0500,5,ER1,9,EIG,43646,20190630,DIST,Rental Income,17920,EUR,1.105682,19814,0.046666667,Settled,Pro Rata by Eligible Commitment
8222,ICF-008222,765,CF-ER1-20190630-0500,5,ER1,10,GPCF,43646,20190630,DIST,Rental Income,10240,EUR,1.105682,11322,0.026666667,Settled,Pro Rata by Eligible Commitment
8223,ICF-008223,766,CF-ER1-20190930-0547,5,ER1,1,SPR,43738,20190930,CALL,Follow-on Investment,-2851934,EUR,1.09716,-3129027,0.146666667,Settled,Pro Rata by Eligible Commitment
8224,ICF-008224,766,CF-ER1-20190930-0547,5,ER1,2,NIG,43738,20190930,CALL,Follow-on Investment,-2463033,EUR,1.09716,-2702342,0.126666667,Settled,Pro Rata by Eligible Commitment
8225,ICF-008225,766,CF-ER1-20190930-0547,5,ER1,3,GSIA,43738,20190930,CALL,Follow-on Investment,-3629733,EUR,1.09716,-3982398,0.186666667,Settled,Pro Rata by Eligible Commitment
8226,ICF-008226,766,CF-ER1-20190930-0547,5,ER1,4,CPP,43738,20190930,CALL,Follow-on Investment,-3111200,EUR,1.09716,-3413484,0.16,Settled,Pro Rata by Eligible Commitment
8227,ICF-008227,766,CF-ER1-20190930-0547,5,ER1,5,UKPBF,43738,20190930,CALL,Follow-on Investment,-1555600,EUR,1.09716,-1706742,0.08,Settled,Pro Rata by Eligible Commitment
8228,ICF-008228,766,CF-ER1-20190930-0547,5,ER1,6,SPBAM,43738,20190930,CALL,Follow-on Investment,-1166700,EUR,1.09716,-1280057,0.06,Settled,Pro Rata by Eligible Commitment
8229,ICF-008229,766,CF-ER1-20190930-0547,5,ER1,11,MCV,43738,20190930,CALL,Follow-on Investment,-388900,EUR,1.09716,-426685,0.02,Settled,Pro Rata by Eligible Commitment
8230,ICF-008230,766,CF-ER1-20190930-0547,5,ER1,7,AIP,43738,20190930,CALL,Follow-on Investment,-1814867,EUR,1.09716,-1991199,0.093333333,Settled,Pro Rata by Eligible Commitment
8231,ICF-008231,766,CF-ER1-20190930-0547,5,ER1,8,UUE,43738,20190930,CALL,Follow-on Investment,-1037067,EUR,1.09716,-1137828,0.053333333,Settled,Pro Rata by Eligible Commitment
8232,ICF-008232,766,CF-ER1-20190930-0547,5,ER1,9,EIG,43738,20190930,CALL,Follow-on Investment,-907433,EUR,1.09716,-995600,0.046666667,Settled,Pro Rata by Eligible Commitment
8233,ICF-008233,766,CF-ER1-20190930-0547,5,ER1,10,GPCF,43738,20190930,CALL,Follow-on Investment,-518533,EUR,1.09716,-568914,0.026666667,Settled,Pro Rata by Eligible Commitment
8234,ICF-008234,767,CF-ER1-20190930-EXP,5,ER1,1,SPR,43738,20190930,CALL,Fund Expense,-55000,EUR,1.09716,-60344,0.146666667,Settled,Pro Rata by Eligible Commitment
8235,ICF-008235,767,CF-ER1-20190930-EXP,5,ER1,2,NIG,43738,20190930,CALL,Fund Expense,-47500,EUR,1.09716,-52115,0.126666667,Settled,Pro Rata by Eligible Commitment
8236,ICF-008236,767,CF-ER1-20190930-EXP,5,ER1,3,GSIA,43738,20190930,CALL,Fund Expense,-70000,EUR,1.09716,-76801,0.186666667,Settled,Pro Rata by Eligible Commitment
8237,ICF-008237,767,CF-ER1-20190930-EXP,5,ER1,4,CPP,43738,20190930,CALL,Fund Expense,-60000,EUR,1.09716,-65830,0.16,Settled,Pro Rata by Eligible Commitment
8238,ICF-008238,767,CF-ER1-20190930-EXP,5,ER1,5,UKPBF,43738,20190930,CALL,Fund Expense,-30000,EUR,1.09716,-32915,0.08,Settled,Pro Rata by Eligible Commitment
8239,ICF-008239,767,CF-ER1-20190930-EXP,5,ER1,6,SPBAM,43738,20190930,CALL,Fund Expense,-22500,EUR,1.09716,-24686,0.06,Settled,Pro Rata by Eligible Commitment
8240,ICF-008240,767,CF-ER1-20190930-EXP,5,ER1,11,MCV,43738,20190930,CALL,Fund Expense,-7500,EUR,1.09716,-8229,0.02,Settled,Pro Rata by Eligible Commitment
8241,ICF-008241,767,CF-ER1-20190930-EXP,5,ER1,7,AIP,43738,20190930,CALL,Fund Expense,-35000,EUR,1.09716,-38400,0.093333333,Settled,Pro Rata by Eligible Commitment
8242,ICF-008242,767,CF-ER1-20190930-EXP,5,ER1,8,UUE,43738,20190930,CALL,Fund Expense,-20000,EUR,1.09716,-21943,0.053333333,Settled,Pro Rata by Eligible Commitment
8243,ICF-008243,767,CF-ER1-20190930-EXP,5,ER1,9,EIG,43738,20190930,CALL,Fund Expense,-17500,EUR,1.09716,-19200,0.046666667,Settled,Pro Rata by Eligible Commitment
8244,ICF-008244,767,CF-ER1-20190930-EXP,5,ER1,10,GPCF,43738,20190930,CALL,Fund Expense,-10000,EUR,1.09716,-10972,0.026666667,Settled,Pro Rata by Eligible Commitment
8245,ICF-008245,768,CF-ER1-20190930-0571,5,ER1,1,SPR,43738,20190930,CALL,Investment,-14728413,EUR,1.09716,-16159426,0.146666667,Settled,Pro Rata by Eligible Commitment
8246,ICF-008246,768,CF-ER1-20190930-0571,5,ER1,2,NIG,43738,20190930,CALL,Investment,-12719993,EUR,1.09716,-13955868,0.126666667,Settled,Pro Rata by Eligible Commitment
8247,ICF-008247,768,CF-ER1-20190930-0571,5,ER1,3,GSIA,43738,20190930,CALL,Investment,-18745254,EUR,1.09716,-20566542,0.186666667,Settled,Pro Rata by Eligible Commitment
8248,ICF-008248,768,CF-ER1-20190930-0571,5,ER1,4,CPP,43738,20190930,CALL,Investment,-16067360,EUR,1.09716,-17628465,0.16,Settled,Pro Rata by Eligible Commitment
8249,ICF-008249,768,CF-ER1-20190930-0571,5,ER1,5,UKPBF,43738,20190930,CALL,Investment,-8033680,EUR,1.09716,-8814232,0.08,Settled,Pro Rata by Eligible Commitment
8250,ICF-008250,768,CF-ER1-20190930-0571,5,ER1,6,SPBAM,43738,20190930,CALL,Investment,-6025260,EUR,1.09716,-6610674,0.06,Settled,Pro Rata by Eligible Commitment
8251,ICF-008251,768,CF-ER1-20190930-0571,5,ER1,11,MCV,43738,20190930,CALL,Investment,-2008420,EUR,1.09716,-2203558,0.02,Settled,Pro Rata by Eligible Commitment
8252,ICF-008252,768,CF-ER1-20190930-0571,5,ER1,7,AIP,43738,20190930,CALL,Investment,-9372627,EUR,1.09716,-10283271,0.093333333,Settled,Pro Rata by Eligible Commitment
8253,ICF-008253,768,CF-ER1-20190930-0571,5,ER1,8,UUE,43738,20190930,CALL,Investment,-5355787,EUR,1.09716,-5876155,0.053333333,Settled,Pro Rata by Eligible Commitment
8254,ICF-008254,768,CF-ER1-20190930-0571,5,ER1,9,EIG,43738,20190930,CALL,Investment,-4686313,EUR,1.09716,-5141636,0.046666667,Settled,Pro Rata by Eligible Commitment
8255,ICF-008255,768,CF-ER1-20190930-0571,5,ER1,10,GPCF,43738,20190930,CALL,Investment,-2677893,EUR,1.09716,-2938077,0.026666667,Settled,Pro Rata by Eligible Commitment
8256,ICF-008256,769,CF-ER1-20190930-FEE,5,ER1,1,SPR,43738,20190930,CALL,Management Fee,-412427,EUR,1.09716,-452498,0.146666667,Settled,Pro Rata by Eligible Commitment
8257,ICF-008257,769,CF-ER1-20190930-FEE,5,ER1,2,NIG,43738,20190930,CALL,Management Fee,-356187,EUR,1.09716,-390794,0.126666667,Settled,Pro Rata by Eligible Commitment
8258,ICF-008258,769,CF-ER1-20190930-FEE,5,ER1,3,GSIA,43738,20190930,CALL,Management Fee,-524907,EUR,1.09716,-575907,0.186666667,Settled,Pro Rata by Eligible Commitment
8259,ICF-008259,769,CF-ER1-20190930-FEE,5,ER1,4,CPP,43738,20190930,CALL,Management Fee,-449920,EUR,1.09716,-493634,0.16,Settled,Pro Rata by Eligible Commitment
8260,ICF-008260,769,CF-ER1-20190930-FEE,5,ER1,5,UKPBF,43738,20190930,CALL,Management Fee,-224960,EUR,1.09716,-246817,0.08,Settled,Pro Rata by Eligible Commitment
8261,ICF-008261,769,CF-ER1-20190930-FEE,5,ER1,6,SPBAM,43738,20190930,CALL,Management Fee,-168720,EUR,1.09716,-185113,0.06,Settled,Pro Rata by Eligible Commitment
8262,ICF-008262,769,CF-ER1-20190930-FEE,5,ER1,11,MCV,43738,20190930,CALL,Management Fee,-56240,EUR,1.09716,-61704,0.02,Settled,Pro Rata by Eligible Commitment
8263,ICF-008263,769,CF-ER1-20190930-FEE,5,ER1,7,AIP,43738,20190930,CALL,Management Fee,-262453,EUR,1.09716,-287953,0.093333333,Settled,Pro Rata by Eligible Commitment
8264,ICF-008264,769,CF-ER1-20190930-FEE,5,ER1,8,UUE,43738,20190930,CALL,Management Fee,-149973,EUR,1.09716,-164545,0.053333333,Settled,Pro Rata by Eligible Commitment
8265,ICF-008265,769,CF-ER1-20190930-FEE,5,ER1,9,EIG,43738,20190930,CALL,Management Fee,-131227,EUR,1.09716,-143977,0.046666667,Settled,Pro Rata by Eligible Commitment
8266,ICF-008266,769,CF-ER1-20190930-FEE,5,ER1,10,GPCF,43738,20190930,CALL,Management Fee,-74986,EUR,1.09716,-82272,0.026666667,Settled,Pro Rata by Eligible Commitment
8267,ICF-008267,770,CF-ER1-20190930-0501,5,ER1,1,SPR,43738,20190930,DIST,Rental Income,57053,EUR,1.09716,62597,0.146666667,Settled,Pro Rata by Eligible Commitment
8268,ICF-008268,770,CF-ER1-20190930-0501,5,ER1,2,NIG,43738,20190930,DIST,Rental Income,49273,EUR,1.09716,54061,0.126666667,Settled,Pro Rata by Eligible Commitment
8269,ICF-008269,770,CF-ER1-20190930-0501,5,ER1,3,GSIA,43738,20190930,DIST,Rental Income,72614,EUR,1.09716,79668,0.186666667,Settled,Pro Rata by Eligible Commitment
8270,ICF-008270,770,CF-ER1-20190930-0501,5,ER1,4,CPP,43738,20190930,DIST,Rental Income,62240,EUR,1.09716,68287,0.16,Settled,Pro Rata by Eligible Commitment
8271,ICF-008271,770,CF-ER1-20190930-0501,5,ER1,5,UKPBF,43738,20190930,DIST,Rental Income,31120,EUR,1.09716,34144,0.08,Settled,Pro Rata by Eligible Commitment
8272,ICF-008272,770,CF-ER1-20190930-0501,5,ER1,6,SPBAM,43738,20190930,DIST,Rental Income,23340,EUR,1.09716,25608,0.06,Settled,Pro Rata by Eligible Commitment
8273,ICF-008273,770,CF-ER1-20190930-0501,5,ER1,11,MCV,43738,20190930,DIST,Rental Income,7780,EUR,1.09716,8536,0.02,Settled,Pro Rata by Eligible Commitment
8274,ICF-008274,770,CF-ER1-20190930-0501,5,ER1,7,AIP,43738,20190930,DIST,Rental Income,36307,EUR,1.09716,39834,0.093333333,Settled,Pro Rata by Eligible Commitment
8275,ICF-008275,770,CF-ER1-20190930-0501,5,ER1,8,UUE,43738,20190930,DIST,Rental Income,20747,EUR,1.09716,22762,0.053333333,Settled,Pro Rata by Eligible Commitment
8276,ICF-008276,770,CF-ER1-20190930-0501,5,ER1,9,EIG,43738,20190930,DIST,Rental Income,18153,EUR,1.09716,19917,0.046666667,Settled,Pro Rata by Eligible Commitment
8277,ICF-008277,770,CF-ER1-20190930-0501,5,ER1,10,GPCF,43738,20190930,DIST,Rental Income,10373,EUR,1.09716,11381,0.026666667,Settled,Pro Rata by Eligible Commitment
8278,ICF-008278,771,CF-ER1-20191231-0572,5,ER1,1,SPR,43830,20191231,CALL,Follow-on Investment,-6136827,EUR,1.094696,-6717960,0.146666667,Settled,Pro Rata by Eligible Commitment
8279,ICF-008279,771,CF-ER1-20191231-0572,5,ER1,2,NIG,43830,20191231,CALL,Follow-on Investment,-5299987,EUR,1.094696,-5801874,0.126666667,Settled,Pro Rata by Eligible Commitment
8280,ICF-008280,771,CF-ER1-20191231-0572,5,ER1,3,GSIA,43830,20191231,CALL,Follow-on Investment,-7810507,EUR,1.094696,-8550131,0.186666667,Settled,Pro Rata by Eligible Commitment
8281,ICF-008281,771,CF-ER1-20191231-0572,5,ER1,4,CPP,43830,20191231,CALL,Follow-on Investment,-6694720,EUR,1.094696,-7328683,0.16,Settled,Pro Rata by Eligible Commitment
8282,ICF-008282,771,CF-ER1-20191231-0572,5,ER1,5,UKPBF,43830,20191231,CALL,Follow-on Investment,-3347360,EUR,1.094696,-3664342,0.08,Settled,Pro Rata by Eligible Commitment
8283,ICF-008283,771,CF-ER1-20191231-0572,5,ER1,6,SPBAM,43830,20191231,CALL,Follow-on Investment,-2510520,EUR,1.094696,-2748256,0.06,Settled,Pro Rata by Eligible Commitment
8284,ICF-008284,771,CF-ER1-20191231-0572,5,ER1,11,MCV,43830,20191231,CALL,Follow-on Investment,-836840,EUR,1.094696,-916085,0.02,Settled,Pro Rata by Eligible Commitment
8285,ICF-008285,771,CF-ER1-20191231-0572,5,ER1,7,AIP,43830,20191231,CALL,Follow-on Investment,-3905253,EUR,1.094696,-4275065,0.093333333,Settled,Pro Rata by Eligible Commitment
8286,ICF-008286,771,CF-ER1-20191231-0572,5,ER1,8,UUE,43830,20191231,CALL,Follow-on Investment,-2231573,EUR,1.094696,-2442894,0.053333333,Settled,Pro Rata by Eligible Commitment
8287,ICF-008287,771,CF-ER1-20191231-0572,5,ER1,9,EIG,43830,20191231,CALL,Follow-on Investment,-1952627,EUR,1.094696,-2137533,0.046666667,Settled,Pro Rata by Eligible Commitment
8288,ICF-008288,771,CF-ER1-20191231-0572,5,ER1,10,GPCF,43830,20191231,CALL,Follow-on Investment,-1115786,EUR,1.094696,-1221447,0.026666667,Settled,Pro Rata by Eligible Commitment
8289,ICF-008289,772,CF-ER1-20191231-EXP,5,ER1,1,SPR,43830,20191231,CALL,Fund Expense,-55000,EUR,1.094696,-60208,0.146666667,Settled,Pro Rata by Eligible Commitment
